Case Type,Date,Province State,Cases,Last Update,Lat,Long,People Hospitalized,People Tested
Active,4/12/2020,Alabama,3470,43933.97101,32.3182,-86.9023,437,21583
Confirmed,4/12/2020,Alabama,3667,43933.97101,32.3182,-86.9023,437,21583
Death,4/12/2020,Alabama,93,43933.97101,32.3182,-86.9023,437,21583
Recovered,4/12/2020,Alabama,0,43933.97101,32.3182,-86.9023,437,21583
Active,4/13/2020,Alabama,165,43934.96382,32.3182,-86.9023,20,7599
Confirmed,4/13/2020,Alabama,203,43934.96382,32.3182,-86.9023,20,7599
Death,4/13/2020,Alabama,6,43934.96382,32.3182,-86.9023,20,7599
Recovered,4/13/2020,Alabama,0,43934.96382,32.3182,-86.9023,20,7599
Active,4/14/2020,Alabama,204,43935.98161,32.3182,-86.9023,36,3935
Confirmed,4/14/2020,Alabama,171,43935.98161,32.3182,-86.9023,36,3935
Death,4/14/2020,Alabama,15,43935.98161,32.3182,-86.9023,36,3935
Recovered,4/14/2020,Alabama,0,43935.98161,32.3182,-86.9023,36,3935
Active,4/15/2020,Alabama,118,43936.95615,32.3182,-86.9023,32,960
Confirmed,4/15/2020,Alabama,266,43936.95615,32.3182,-86.9023,32,960
Death,4/15/2020,Alabama,4,43936.95615,32.3182,-86.9023,32,960
Recovered,4/15/2020,Alabama,0,43936.95615,32.3182,-86.9023,32,960
Active,4/16/2020,Alabama,255,43937.97976,32.3182,-86.9023,28,2314
Confirmed,4/16/2020,Alabama,158,43937.97976,32.3182,-86.9023,28,2314
Death,4/16/2020,Alabama,15,43937.97976,32.3182,-86.9023,28,2314
Recovered,4/16/2020,Alabama,0,43937.97976,32.3182,-86.9023,28,2314
Active,4/17/2020,Alabama,211,43938.97977,32.3182,-86.9023,41,1457
Confirmed,4/17/2020,Alabama,92,43938.97977,32.3182,-86.9023,41,1457
Death,4/17/2020,Alabama,15,43938.97977,32.3182,-86.9023,41,1457
Recovered,4/17/2020,Alabama,0,43938.97977,32.3182,-86.9023,41,1457
Active,4/18/2020,Alabama,136,43939.93943,32.3182,-86.9023,26,4690
Confirmed,4/18/2020,Alabama,231,43939.93943,32.3182,-86.9023,26,4690
Death,4/18/2020,Alabama,5,43939.93943,32.3182,-86.9023,26,4690
Recovered,4/18/2020,Alabama,0,43939.93943,32.3182,-86.9023,26,4690
Active,4/19/2020,Alabama,172,43940.98682,32.3182,-86.9023,21,3174
Confirmed,4/19/2020,Alabama,190,43940.98682,32.3182,-86.9023,21,3174
Death,4/19/2020,Alabama,4,43940.98682,32.3182,-86.9023,21,3174
Recovered,4/19/2020,Alabama,0,43940.98682,32.3182,-86.9023,21,3174
Active,4/20/2020,Alabama,185,43941.98388,32.3182,-86.9023,0,188
Confirmed,4/20/2020,Alabama,185,43941.98388,32.3182,-86.9023,0,188
Death,4/20/2020,Alabama,6,43941.98388,32.3182,-86.9023,0,188
Recovered,4/20/2020,Alabama,0,43941.98388,32.3182,-86.9023,0,188
Active,4/21/2020,Alabama,218,43942.9865,32.3182,-86.9023,58,2626
Confirmed,4/21/2020,Alabama,241,43942.9865,32.3182,-86.9023,58,2626
Death,4/21/2020,Alabama,20,43942.9865,32.3182,-86.9023,58,2626
Recovered,4/21/2020,Alabama,0,43942.9865,32.3182,-86.9023,58,2626
Active,4/22/2020,Alabama,263,43943.98641,32.3182,-86.9023,31,234
Confirmed,4/22/2020,Alabama,288,43943.98641,32.3182,-86.9023,31,234
Death,4/22/2020,Alabama,13,43943.98641,32.3182,-86.9023,31,234
Recovered,4/22/2020,Alabama,0,43943.98641,32.3182,-86.9023,31,234
Active,4/23/2020,Alabama,233,43945.14792,32.3182,-86.9023,38,3881
Confirmed,4/23/2020,Alabama,207,43945.14792,32.3182,-86.9023,38,3881
Death,4/23/2020,Alabama,6,43945.14792,32.3182,-86.9023,38,3881
Recovered,4/23/2020,Alabama,0,43945.14792,32.3182,-86.9023,38,3881
Active,4/24/2020,Alabama,187,43946.27275,32.3182,-86.9023,1,248
Confirmed,4/24/2020,Alabama,193,43946.27275,32.3182,-86.9023,1,248
Death,4/24/2020,Alabama,7,43946.27275,32.3182,-86.9023,1,248
Recovered,4/24/2020,Alabama,0,43946.27275,32.3182,-86.9023,1,248
Active,4/25/2020,Alabama,0,43947.10608,32.3182,-86.9023,70,18455
Confirmed,4/25/2020,Alabama,182,43947.10608,32.3182,-86.9023,70,18455
Death,4/25/2020,Alabama,0,43947.10608,32.3182,-86.9023,70,18455
Recovered,4/25/2020,Alabama,0,43947.10608,32.3182,-86.9023,70,18455
Active,4/26/2020,Alabama,385,43948.10609,32.3182,-86.9023,6,2207
Confirmed,4/26/2020,Alabama,201,43948.10609,32.3182,-86.9023,6,2207
Death,4/26/2020,Alabama,10,43948.10609,32.3182,-86.9023,6,2207
Recovered,4/26/2020,Alabama,0,43948.10609,32.3182,-86.9023,6,2207
Active,4/27/2020,Alabama,109,43949.10609,32.3182,-86.9023,27,446
Confirmed,4/27/2020,Alabama,146,43949.10609,32.3182,-86.9023,27,446
Death,4/27/2020,Alabama,9,43949.10609,32.3182,-86.9023,27,446
Recovered,4/27/2020,Alabama,0,43949.10609,32.3182,-86.9023,27,446
Active,4/28/2020,Alabama,197,43950.10594,32.3182,-86.9023,39,1830
Confirmed,4/28/2020,Alabama,199,43950.10594,32.3182,-86.9023,39,1830
Death,4/28/2020,Alabama,14,43950.10594,32.3182,-86.9023,39,1830
Recovered,4/28/2020,Alabama,0,43950.10594,32.3182,-86.9023,39,1830
Active,4/29/2020,Alabama,148,43951.10591,32.3182,-86.9023,34,4622
Confirmed,4/29/2020,Alabama,159,43951.10591,32.3182,-86.9023,34,4622
Death,4/29/2020,Alabama,14,43951.10591,32.3182,-86.9023,34,4622
Recovered,4/29/2020,Alabama,0,43951.10591,32.3182,-86.9023,34,4622
Active,4/30/2020,Alabama,160,43952.10593,32.3182,-86.9023,33,6747
Confirmed,4/30/2020,Alabama,208,43952.10593,32.3182,-86.9023,33,6747
Death,4/30/2020,Alabama,16,43952.10593,32.3182,-86.9023,33,6747
Recovered,4/30/2020,Alabama,0,43952.10593,32.3182,-86.9023,33,6747
Active,5/1/2020,Alabama,189,43953.10591,32.3182,-86.9023,30,4737
Confirmed,5/1/2020,Alabama,253,43953.10591,32.3182,-86.9023,30,4737
Death,5/1/2020,Alabama,17,43953.10591,32.3182,-86.9023,30,4737
Recovered,5/1/2020,Alabama,0,43953.10591,32.3182,-86.9023,30,4737
Active,5/3/2020,Alabama,593,43955.10593,32.3182,-86.9023,27,567
Confirmed,5/3/2020,Alabama,537,43955.10593,32.3182,-86.9023,27,567
Death,5/3/2020,Alabama,1,43955.10593,32.3182,-86.9023,27,567
Recovered,5/3/2020,Alabama,0,43955.10593,32.3182,-86.9023,27,567
Active,5/11/2020,Alabama,2163,43963.14758,32.3182,-86.9023,221,36944
Confirmed,5/11/2020,Alabama,2285,43963.14758,32.3182,-86.9023,221,36944
Death,5/11/2020,Alabama,113,43963.14758,32.3182,-86.9023,221,36944
Recovered,5/11/2020,Alabama,0,43963.14758,32.3182,-86.9023,221,36944
Active,5/12/2020,Alabama,268,43964.14757,32.3182,-86.9023,31,3774
Confirmed,5/12/2020,Alabama,304,43964.14757,32.3182,-86.9023,31,3774
Death,5/12/2020,Alabama,32,43964.14757,32.3182,-86.9023,31,3774
Recovered,5/12/2020,Alabama,0,43964.14757,32.3182,-86.9023,31,3774
Active,5/13/2020,Alabama,221,43965.14759,32.3182,-86.9023,30,3154
Confirmed,5/13/2020,Alabama,256,43965.14759,32.3182,-86.9023,30,3154
Death,5/13/2020,Alabama,15,43965.14759,32.3182,-86.9023,30,3154
Recovered,5/13/2020,Alabama,0,43965.14759,32.3182,-86.9023,30,3154
Active,5/14/2020,Alabama,378,43966.10633,32.3182,-86.9023,33,5613
Confirmed,5/14/2020,Alabama,339,43966.10633,32.3182,-86.9023,33,5613
Death,5/14/2020,Alabama,23,43966.10633,32.3182,-86.9023,33,5613
Recovered,5/14/2020,Alabama,0,43966.10633,32.3182,-86.9023,33,5613
Active,5/17/2020,Alabama,655,43969.10586,32.3182,-86.9023,42,14365
Confirmed,5/17/2020,Alabama,976,43969.10586,32.3182,-86.9023,42,14365
Death,5/17/2020,Alabama,15,43969.10586,32.3182,-86.9023,42,14365
Recovered,5/17/2020,Alabama,0,43969.10586,32.3182,-86.9023,42,14365
Active,5/18/2020,Alabama,314,43970.10582,32.3182,-86.9023,24,773
Confirmed,5/18/2020,Alabama,301,43970.10582,32.3182,-86.9023,24,773
Death,5/18/2020,Alabama,1,43970.10582,32.3182,-86.9023,24,773
Recovered,5/18/2020,Alabama,0,43970.10582,32.3182,-86.9023,24,773
Active,5/19/2020,Alabama,275,43971.10584,32.3182,-86.9023,37,443
Confirmed,5/19/2020,Alabama,387,43971.10584,32.3182,-86.9023,37,443
Death,5/19/2020,Alabama,15,43971.10584,32.3182,-86.9023,37,443
Recovered,5/19/2020,Alabama,0,43971.10584,32.3182,-86.9023,37,443
Active,5/20/2020,Alabama,658,43972.10618,32.3182,-86.9023,40,6884
Confirmed,5/20/2020,Alabama,361,43972.10618,32.3182,-86.9023,40,6884
Death,5/20/2020,Alabama,18,43972.10618,32.3182,-86.9023,40,6884
Recovered,5/20/2020,Alabama,0,43972.10618,32.3182,-86.9023,40,6884
Active,5/21/2020,Alabama,229,43973.10899,32.3182,-86.9023,35,6289
Confirmed,5/21/2020,Alabama,404,43973.10899,32.3182,-86.9023,35,6289
Death,5/21/2020,Alabama,7,43973.10899,32.3182,-86.9023,35,6289
Recovered,5/21/2020,Alabama,0,43973.10899,32.3182,-86.9023,35,6289
Active,5/22/2020,Alabama,-7581,43974.1061,32.3182,-86.9023,33,7029
Confirmed,5/22/2020,Alabama,364,43974.1061,32.3182,-86.9023,33,7029
Death,5/22/2020,Alabama,12,43974.1061,32.3182,-86.9023,33,7029
Recovered,5/22/2020,Alabama,7951,43974.1061,32.3182,-86.9023,33,7029
Active,5/23/2020,Alabama,439,43975.10611,32.3182,-86.9023,28,4908
Confirmed,5/23/2020,Alabama,374,43975.10611,32.3182,-86.9023,28,4908
Death,5/23/2020,Alabama,8,43975.10611,32.3182,-86.9023,28,4908
Recovered,5/23/2020,Alabama,0,43975.10611,32.3182,-86.9023,28,4908
Active,5/24/2020,Alabama,359,43976.10613,32.3182,-86.9023,23,3123
Confirmed,5/24/2020,Alabama,348,43976.10613,32.3182,-86.9023,23,3123
Death,5/24/2020,Alabama,2,43976.10613,32.3182,-86.9023,23,3123
Recovered,5/24/2020,Alabama,0,43976.10613,32.3182,-86.9023,23,3123
Active,5/25/2020,Alabama,493,43977.10603,32.3182,-86.9023,17,4516
Confirmed,5/25/2020,Alabama,633,43977.10603,32.3182,-86.9023,17,4516
Death,5/25/2020,Alabama,15,43977.10603,32.3182,-86.9023,17,4516
Recovered,5/25/2020,Alabama,0,43977.10603,32.3182,-86.9023,17,4516
Active,5/26/2020,Alabama,650,43978.10598,32.3182,-86.9023,42,3444
Confirmed,5/26/2020,Alabama,590,43978.10598,32.3182,-86.9023,42,3444
Death,5/26/2020,Alabama,14,43978.10598,32.3182,-86.9023,42,3444
Recovered,5/26/2020,Alabama,0,43978.10598,32.3182,-86.9023,42,3444
Active,5/27/2020,Alabama,379,43979.10598,32.3182,-86.9023,48,2035
Confirmed,5/27/2020,Alabama,364,43979.10598,32.3182,-86.9023,48,2035
Death,5/27/2020,Alabama,3,43979.10598,32.3182,-86.9023,48,2035
Recovered,5/27/2020,Alabama,0,43979.10598,32.3182,-86.9023,48,2035
Active,5/28/2020,Alabama,-914,43980.10623,32.3182,-86.9023,46,4687
Confirmed,5/28/2020,Alabama,486,43980.10623,32.3182,-86.9023,46,4687
Death,5/28/2020,Alabama,8,43980.10623,32.3182,-86.9023,46,4687
Recovered,5/28/2020,Alabama,1404,43980.10623,32.3182,-86.9023,46,4687
Active,5/29/2020,Alabama,482,43981.10619,32.3182,-86.9023,35,8402
Confirmed,5/29/2020,Alabama,513,43981.10619,32.3182,-86.9023,35,8402
Death,5/29/2020,Alabama,19,43981.10619,32.3182,-86.9023,35,8402
Recovered,5/29/2020,Alabama,0,43981.10619,32.3182,-86.9023,35,8402
Active,5/30/2020,Alabama,320,43982.10616,32.3182,-86.9023,26,3318
Confirmed,5/30/2020,Alabama,427,43982.10616,32.3182,-86.9023,26,3318
Death,5/30/2020,Alabama,8,43982.10616,32.3182,-86.9023,26,3318
Recovered,5/30/2020,Alabama,0,43982.10616,32.3182,-86.9023,26,3318
Active,5/31/2020,Alabama,581,43983.10618,32.3182,-86.9023,18,5352
Confirmed,5/31/2020,Alabama,511,43983.10618,32.3182,-86.9023,18,5352
Death,5/31/2020,Alabama,12,43983.10618,32.3182,-86.9023,18,5352
Recovered,5/31/2020,Alabama,0,43983.10618,32.3182,-86.9023,18,5352
Active,6/1/2020,Alabama,662,43984.10644,32.3182,-86.9023,12,5970
Confirmed,6/1/2020,Alabama,325,43984.10644,32.3182,-86.9023,12,5970
Death,6/1/2020,Alabama,16,43984.10644,32.3182,-86.9023,12,5970
Recovered,6/1/2020,Alabama,0,43984.10644,32.3182,-86.9023,12,5970
Active,6/2/2020,Alabama,129,43985.10649,32.3182,-86.9023,23,279
Confirmed,6/2/2020,Alabama,209,43985.10649,32.3182,-86.9023,23,279
Death,6/2/2020,Alabama,7,43985.10649,32.3182,-86.9023,23,279
Recovered,6/2/2020,Alabama,0,43985.10649,32.3182,-86.9023,23,279
Active,6/3/2020,Alabama,-1955,43986.10652,32.3182,-86.9023,21,7792
Confirmed,6/3/2020,Alabama,220,43986.10652,32.3182,-86.9023,21,7792
Death,6/3/2020,Alabama,0,43986.10652,32.3182,-86.9023,21,7792
Recovered,6/3/2020,Alabama,2040,43986.10652,32.3182,-86.9023,21,7792
Active,6/4/2020,Alabama,221,43987.10642,32.3182,-86.9023,29,3705
Confirmed,6/4/2020,Alabama,308,43987.10642,32.3182,-86.9023,29,3705
Death,6/4/2020,Alabama,0,43987.10642,32.3182,-86.9023,29,3705
Recovered,6/4/2020,Alabama,0,43987.10642,32.3182,-86.9023,29,3705
Active,6/5/2020,Alabama,292,43988.10635,32.3182,-86.9023,20,4174
Confirmed,6/5/2020,Alabama,648,43988.10635,32.3182,-86.9023,20,4174
Death,6/5/2020,Alabama,23,43988.10635,32.3182,-86.9023,20,4174
Recovered,6/5/2020,Alabama,0,43988.10635,32.3182,-86.9023,20,4174
Active,6/6/2020,Alabama,643,43989.16238,32.3182,-86.9023,44,6171
Confirmed,6/6/2020,Alabama,445,43989.16238,32.3182,-86.9023,44,6171
Death,6/6/2020,Alabama,13,43989.16238,32.3182,-86.9023,44,6171
Recovered,6/6/2020,Alabama,0,43989.16238,32.3182,-86.9023,44,6171
Active,6/7/2020,Alabama,454,43990.1484,32.3182,-86.9023,29,13922
Confirmed,6/7/2020,Alabama,422,43990.1484,32.3182,-86.9023,29,13922
Death,6/7/2020,Alabama,3,43990.1484,32.3182,-86.9023,29,13922
Recovered,6/7/2020,Alabama,0,43990.1484,32.3182,-86.9023,29,13922
Active,6/8/2020,Alabama,399,43991.14814,32.3182,-86.9023,32,425
Confirmed,6/8/2020,Alabama,491,43991.14814,32.3182,-86.9023,32,425
Death,6/8/2020,Alabama,26,43991.14814,32.3182,-86.9023,32,425
Recovered,6/8/2020,Alabama,0,43991.14814,32.3182,-86.9023,32,425
Active,6/9/2020,Alabama,486,43992.17169,32.3182,-86.9023,33,7748
Confirmed,6/9/2020,Alabama,566,43992.17169,32.3182,-86.9023,33,7748
Death,6/9/2020,Alabama,11,43992.17169,32.3182,-86.9023,33,7748
Recovered,6/9/2020,Alabama,0,43992.17169,32.3182,-86.9023,33,7748
Active,6/10/2020,Alabama,-1561,43993.14854,32.3182,-86.9023,42,5318
Confirmed,6/10/2020,Alabama,825,43993.14854,32.3182,-86.9023,42,5318
Death,6/10/2020,Alabama,15,43993.14854,32.3182,-86.9023,42,5318
Recovered,6/10/2020,Alabama,2113,43993.14854,32.3182,-86.9023,42,5318
Active,6/11/2020,Alabama,845,43994.21534,32.3182,-86.9023,36,5769
Confirmed,6/11/2020,Alabama,711,43994.21534,32.3182,-86.9023,36,5769
Death,6/11/2020,Alabama,11,43994.21534,32.3182,-86.9023,36,5769
Recovered,6/11/2020,Alabama,0,43994.21534,32.3182,-86.9023,36,5769
Active,6/12/2020,Alabama,851,43995.14821,32.3182,-86.9023,37,7559
Confirmed,6/12/2020,Alabama,1035,43995.14821,32.3182,-86.9023,37,7559
Death,6/12/2020,Alabama,14,43995.14821,32.3182,-86.9023,37,7559
Recovered,6/12/2020,Alabama,0,43995.14821,32.3182,-86.9023,37,7559
Active,6/13/2020,Alabama,887,43996.14824,32.3182,-86.9023,39,6867
Confirmed,6/13/2020,Alabama,959,43996.14824,32.3182,-86.9023,39,6867
Death,6/13/2020,Alabama,4,43996.14824,32.3182,-86.9023,39,6867
Recovered,6/13/2020,Alabama,0,43996.14824,32.3182,-86.9023,39,6867
Active,6/14/2020,Alabama,1014,43997.14821,32.3182,-86.9023,14,4203
Confirmed,6/14/2020,Alabama,818,43997.14821,32.3182,-86.9023,14,4203
Death,6/14/2020,Alabama,0,43997.14821,32.3182,-86.9023,14,4203
Recovered,6/14/2020,Alabama,0,43997.14821,32.3182,-86.9023,14,4203
Active,6/15/2020,Alabama,656,43998.18984,32.3182,-86.9023,4,5219
Confirmed,6/15/2020,Alabama,303,43998.18984,32.3182,-86.9023,4,5219
Death,6/15/2020,Alabama,1,43998.18984,32.3182,-86.9023,4,5219
Recovered,6/15/2020,Alabama,0,43998.18984,32.3182,-86.9023,4,5219
Active,6/16/2020,Alabama,629,43999.18997,32.3182,-86.9023,56,2750
Confirmed,6/16/2020,Alabama,549,43999.18997,32.3182,-86.9023,56,2750
Death,6/16/2020,Alabama,11,43999.18997,32.3182,-86.9023,56,2750
Recovered,6/16/2020,Alabama,0,43999.18997,32.3182,-86.9023,56,2750
Active,6/17/2020,Alabama,-2071,44000.18993,32.3182,-86.9023,37,5299
Confirmed,6/17/2020,Alabama,907,44000.18993,32.3182,-86.9023,37,5299
Death,6/17/2020,Alabama,5,44000.18993,32.3182,-86.9023,37,5299
Recovered,6/17/2020,Alabama,2466,44000.18993,32.3182,-86.9023,37,5299
Active,6/18/2020,Alabama,874,44001.18992,32.3182,-86.9023,21,11811
Confirmed,6/18/2020,Alabama,735,44001.18992,32.3182,-86.9023,21,11811
Death,6/18/2020,Alabama,20,44001.18992,32.3182,-86.9023,21,11811
Recovered,6/18/2020,Alabama,0,44001.18992,32.3182,-86.9023,21,11811
Active,6/19/2020,Alabama,784,44002.18995,32.3182,-86.9023,43,8791
Confirmed,6/19/2020,Alabama,549,44002.18995,32.3182,-86.9023,43,8791
Death,6/19/2020,Alabama,12,44002.18995,32.3182,-86.9023,43,8791
Recovered,6/19/2020,Alabama,0,44002.18995,32.3182,-86.9023,43,8791
Active,6/20/2020,Alabama,531,44003.19001,32.3182,-86.9023,27,8198
Confirmed,6/20/2020,Alabama,458,44003.19001,32.3182,-86.9023,27,8198
Death,6/20/2020,Alabama,16,44003.19001,32.3182,-86.9023,27,8198
Recovered,6/20/2020,Alabama,0,44003.19001,32.3182,-86.9023,27,8198
Active,6/21/2020,Alabama,471,44004.18997,32.3182,-86.9023,17,5155
Confirmed,6/21/2020,Alabama,439,44004.18997,32.3182,-86.9023,17,5155
Death,6/21/2020,Alabama,1,44004.18997,32.3182,-86.9023,17,5155
Recovered,6/21/2020,Alabama,0,44004.18997,32.3182,-86.9023,17,5155
Active,6/22/2020,Alabama,431,44005.18999,32.3182,-86.9023,11,4432
Confirmed,6/22/2020,Alabama,649,44005.18999,32.3182,-86.9023,11,4432
Death,6/22/2020,Alabama,2,44005.18999,32.3182,-86.9023,11,4432
Recovered,6/22/2020,Alabama,0,44005.18999,32.3182,-86.9023,11,4432
Active,6/23/2020,Alabama,620,44006.19006,32.3182,-86.9023,50,4928
Confirmed,6/23/2020,Alabama,1118,44006.19006,32.3182,-86.9023,50,4928
Death,6/23/2020,Alabama,23,44006.19006,32.3182,-86.9023,50,4928
Recovered,6/23/2020,Alabama,0,44006.19006,32.3182,-86.9023,50,4928
Active,6/24/2020,Alabama,-1952,44007.22718,32.3182,-86.9023,46,4721
Confirmed,6/24/2020,Alabama,989,44007.22718,32.3182,-86.9023,46,4721
Death,6/24/2020,Alabama,27,44007.22718,32.3182,-86.9023,46,4721
Recovered,6/24/2020,Alabama,2892,44007.22718,32.3182,-86.9023,46,4721
Active,6/25/2020,Alabama,1137,44008.19021,32.3182,-86.9023,45,10699
Confirmed,6/25/2020,Alabama,1002,44008.19021,32.3182,-86.9023,45,10699
Death,6/25/2020,Alabama,5,44008.19021,32.3182,-86.9023,45,10699
Recovered,6/25/2020,Alabama,0,44008.19021,32.3182,-86.9023,45,10699
Active,6/26/2020,Alabama,966,44009.19014,32.3182,-86.9023,41,8865
Confirmed,6/26/2020,Alabama,1023,44009.19014,32.3182,-86.9023,41,8865
Death,6/26/2020,Alabama,11,44009.19014,32.3182,-86.9023,41,8865
Recovered,6/26/2020,Alabama,0,44009.19014,32.3182,-86.9023,41,8865
Active,6/27/2020,Alabama,888,44010.19049,32.3182,-86.9023,44,5703
Confirmed,6/27/2020,Alabama,180,44010.19049,32.3182,-86.9023,44,5703
Death,6/27/2020,Alabama,12,44010.19049,32.3182,-86.9023,44,5703
Recovered,6/27/2020,Alabama,0,44010.19049,32.3182,-86.9023,44,5703
Active,6/28/2020,Alabama,358,44011.19024,32.3182,-86.9023,6,2254
Confirmed,6/28/2020,Alabama,1420,44011.19024,32.3182,-86.9023,6,2254
Death,6/28/2020,Alabama,0,44011.19024,32.3182,-86.9023,6,2254
Recovered,6/28/2020,Alabama,0,44011.19024,32.3182,-86.9023,6,2254
Active,6/29/2020,Alabama,1724,44012.1903,32.3182,-86.9023,22,7013
Confirmed,6/29/2020,Alabama,1086,44012.1903,32.3182,-86.9023,22,7013
Death,6/29/2020,Alabama,10,44012.1903,32.3182,-86.9023,22,7013
Recovered,6/29/2020,Alabama,0,44012.1903,32.3182,-86.9023,22,7013
Active,6/30/2020,Alabama,849,44013.19034,32.3182,-86.9023,44,13359
Confirmed,6/30/2020,Alabama,888,44013.19034,32.3182,-86.9023,44,13359
Death,6/30/2020,Alabama,21,44013.19034,32.3182,-86.9023,44,13359
Recovered,6/30/2020,Alabama,0,44013.19034,32.3182,-86.9023,44,13359
Active,7/1/2020,Alabama,895,44014.19027,32.3182,-86.9023,34,7301
Confirmed,7/1/2020,Alabama,1170,44014.19027,32.3182,-86.9023,34,7301
Death,7/1/2020,Alabama,22,44014.19027,32.3182,-86.9023,34,7301
Recovered,7/1/2020,Alabama,0,44014.19027,32.3182,-86.9023,34,7301
Active,7/2/2020,Alabama,-2080,44015.19034,32.3182,-86.9023,32,5775
Confirmed,7/2/2020,Alabama,1693,44015.19034,32.3182,-86.9023,32,5775
Death,7/2/2020,Alabama,13,44015.19034,32.3182,-86.9023,32,5775
Recovered,7/2/2020,Alabama,3216,44015.19034,32.3182,-86.9023,32,5775
Active,7/3/2020,Alabama,1733,44016.19032,32.3182,-86.9023,48,10903
Confirmed,7/3/2020,Alabama,915,44016.19032,32.3182,-86.9023,48,10903
Death,7/3/2020,Alabama,21,44016.19032,32.3182,-86.9023,48,10903
Recovered,7/3/2020,Alabama,0,44016.19032,32.3182,-86.9023,48,10903
Active,7/4/2020,Alabama,996,44017.19028,32.3182,-86.9023,23,11457
Confirmed,7/4/2020,Alabama,961,44017.19028,32.3182,-86.9023,23,11457
Death,7/4/2020,Alabama,1,44017.19028,32.3182,-86.9023,23,11457
Recovered,7/4/2020,Alabama,0,44017.19028,32.3182,-86.9023,23,11457
Active,7/5/2020,Alabama,1091,44018.19039,32.3182,-86.9023,3,7798
Confirmed,7/5/2020,Alabama,806,44018.19039,32.3182,-86.9023,3,7798
Death,7/5/2020,Alabama,0,44018.19039,32.3182,-86.9023,3,7798
Recovered,7/5/2020,Alabama,0,44018.19039,32.3182,-86.9023,3,7798
Active,7/6/2020,Alabama,925,44019.19043,32.3182,-86.9023,5,5209
Confirmed,7/6/2020,Alabama,910,44019.19043,32.3182,-86.9023,5,5209
Death,7/6/2020,Alabama,0,44019.19043,32.3182,-86.9023,5,5209
Recovered,7/6/2020,Alabama,0,44019.19043,32.3182,-86.9023,5,5209
Active,7/7/2020,Alabama,881,44020.23194,32.3182,-86.9023,47,6269
Confirmed,7/7/2020,Alabama,1416,44020.23194,32.3182,-86.9023,47,6269
Death,7/7/2020,Alabama,26,44020.23194,32.3182,-86.9023,47,6269
Recovered,7/7/2020,Alabama,0,44020.23194,32.3182,-86.9023,47,6269
Active,7/8/2020,Alabama,1152,44021.19069,32.3182,-86.9023,45,6928
Confirmed,7/8/2020,Alabama,1801,44021.19069,32.3182,-86.9023,45,6928
Death,7/8/2020,Alabama,25,44021.19069,32.3182,-86.9023,45,6928
Recovered,7/8/2020,Alabama,0,44021.19069,32.3182,-86.9023,45,6928
Active,7/9/2020,Alabama,-1499,44022.19076,32.3182,-86.9023,33,2212
Confirmed,7/9/2020,Alabama,1546,44022.19076,32.3182,-86.9023,33,2212
Death,7/9/2020,Alabama,10,44022.19076,32.3182,-86.9023,33,2212
Recovered,7/9/2020,Alabama,3701,44022.19076,32.3182,-86.9023,33,2212
Active,7/10/2020,Alabama,1298,44023.19073,32.3182,-86.9023,50,21712
Confirmed,7/10/2020,Alabama,1634,44023.19073,32.3182,-86.9023,50,21712
Death,7/10/2020,Alabama,36,44023.19073,32.3182,-86.9023,50,21712
Recovered,7/10/2020,Alabama,0,44023.19073,32.3182,-86.9023,50,21712
Active,7/11/2020,Alabama,1429,44024.19078,32.3182,-86.9023,3656,9804
Confirmed,7/11/2020,Alabama,1473,44024.19078,32.3182,-86.9023,3656,9804
Death,7/11/2020,Alabama,10,44024.19078,32.3182,-86.9023,3656,9804
Recovered,7/11/2020,Alabama,0,44024.19078,32.3182,-86.9023,3656,9804
Active,7/12/2020,Alabama,1633,44025.19671,32.3182,-86.9023,0,9486
Confirmed,7/12/2020,Alabama,1979,44025.19671,32.3182,-86.9023,0,9486
Death,7/12/2020,Alabama,7,44025.19671,32.3182,-86.9023,0,9486
Recovered,7/12/2020,Alabama,0,44025.19671,32.3182,-86.9023,0,9486
Active,7/13/2020,Alabama,1955,44026.19095,32.3182,-86.9023,0,8098
Confirmed,7/13/2020,Alabama,1387,44026.19095,32.3182,-86.9023,0,8098
Death,7/13/2020,Alabama,3,44026.19095,32.3182,-86.9023,0,8098
Recovered,7/13/2020,Alabama,0,44026.19095,32.3182,-86.9023,0,8098
Active,7/14/2020,Alabama,1670,44027.19089,32.3182,-86.9023,378,9485
Confirmed,7/14/2020,Alabama,2116,44027.19089,32.3182,-86.9023,378,9485
Death,7/14/2020,Alabama,40,44027.19089,32.3182,-86.9023,378,9485
Recovered,7/14/2020,Alabama,0,44027.19089,32.3182,-86.9023,378,9485
Active,7/15/2020,Alabama,-2188,44028.19806,32.3182,-86.9023,168,11960
Confirmed,7/15/2020,Alabama,1910,44028.19806,32.3182,-86.9023,168,11960
Death,7/15/2020,Alabama,47,44028.19806,32.3182,-86.9023,168,11960
Recovered,7/15/2020,Alabama,3953,44028.19806,32.3182,-86.9023,168,11960
Active,7/16/2020,Alabama,2002,44029.191,32.3182,-86.9023,293,10060
Confirmed,7/16/2020,Alabama,1934,44029.191,32.3182,-86.9023,293,10060
Death,7/16/2020,Alabama,19,44029.191,32.3182,-86.9023,293,10060
Recovered,7/16/2020,Alabama,0,44029.191,32.3182,-86.9023,293,10060
Active,7/17/2020,Alabama,1968,44030.19095,32.3182,-86.9023,0,12006
Confirmed,7/17/2020,Alabama,2024,44030.19095,32.3182,-86.9023,0,12006
