Case Type,Date,Province State,Cases,Last Update,Lat,Long,People Hospitalized,People Tested
Recovered,8/1/2020,Oklahoma,1095,44045.19103,35.5653,-96.9289,67,11614
Recovered,8/2/2020,Oklahoma,538,44046.19082,35.5653,-96.9289,13,494
Recovered,8/3/2020,Oklahoma,345,44047.19597,35.5653,-96.9289,34,377
Recovered,8/4/2020,Oklahoma,1154,44048.19093,35.5653,-96.9289,100,19213
Recovered,8/5/2020,Oklahoma,1064,44049.19113,35.5653,-96.9289,70,7454
Recovered,8/6/2020,Oklahoma,937,44050.19131,35.5653,-96.9289,52,9923
Recovered,8/7/2020,Oklahoma,681,44051.1911,35.5653,-96.9289,58,11162
Recovered,8/8/2020,Oklahoma,744,44052.19105,35.5653,-96.9289,39,7750
Recovered,8/9/2020,Oklahoma,307,44053.19106,35.5653,-96.9289,11,486
Recovered,8/10/2020,Oklahoma,326,44054.19128,35.5653,-96.9289,20,397
Recovered,8/11/2020,Oklahoma,815,44055.18778,35.5653,-96.9289,135,19787
Recovered,8/12/2020,Oklahoma,795,44056.18778,35.5653,-96.9289,82,7872
Recovered,8/13/2020,Oklahoma,667,44057.18778,35.5653,-96.9289,59,9165
Recovered,8/14/2020,Oklahoma,627,44058.18777,35.5653,-96.9289,52,11970
Recovered,8/15/2020,Oklahoma,625,44059.18771,35.5653,-96.9289,45,11175
Recovered,8/16/2020,Oklahoma,317,44060.18777,35.5653,-96.9289,15,544
Recovered,8/17/2020,Oklahoma,307,44061.18777,35.5653,-96.9289,8,369
Recovered,8/18/2020,Oklahoma,839,44062.1875,35.5653,-96.9289,94,19670
Recovered,8/19/2020,Oklahoma,677,44063.18775,35.5653,-96.9289,77,7740
Recovered,8/20/2020,Oklahoma,648,44064.18785,35.5653,-96.9289,76,8154
Recovered,8/21/2020,Oklahoma,722,44065.18784,35.5653,-96.9289,48,10008
Recovered,8/22/2020,Oklahoma,618,44066.18782,35.5653,-96.9289,52,11032
Recovered,8/23/2020,Oklahoma,374,44067.18777,35.5653,-96.9289,54,566
Recovered,8/24/2020,Oklahoma,251,44068.18784,35.5653,-96.9289,9,357
Recovered,8/25/2020,Oklahoma,856,44069.18775,35.5653,-96.9289,96,17974
Recovered,8/26/2020,Oklahoma,898,44070.18775,35.5653,-96.9289,82,6553
Recovered,8/27/2020,Oklahoma,772,44071.18775,35.5653,-96.9289,64,8465
Recovered,8/28/2020,Oklahoma,576,44072.18775,35.5653,-96.9289,-4673,9931
Recovered,8/29/2020,Oklahoma,845,44073.18778,35.5653,-96.9289,0,8118
Recovered,8/30/2020,Oklahoma,326,44074.18778,35.5653,-96.9289,0,667
Recovered,8/31/2020,Oklahoma,251,44075.18775,35.5653,-96.9289,0,713
Recovered,9/1/2020,Oklahoma,805,44076.18777,35.5653,-96.9289,0,21634
Recovered,9/2/2020,Oklahoma,657,44077.18786,35.5653,-96.9289,0,6330
Recovered,9/3/2020,Oklahoma,801,44078.18786,35.5653,-96.9289,0,9804
Recovered,9/4/2020,Oklahoma,676,44079.18784,35.5653,-96.9289,0,11349
Recovered,9/5/2020,Oklahoma,617,44080.18785,35.5653,-96.9289,0,8878
Recovered,9/6/2020,Oklahoma,319,44081.18788,35.5653,-96.9289,0,420
Recovered,9/7/2020,Oklahoma,355,44082.18779,35.5653,-96.9289,0,613
Recovered,9/8/2020,Oklahoma,855,44083.18787,35.5653,-96.9289,0,833
Recovered,9/9/2020,Oklahoma,1136,44084.18778,35.5653,-96.9289,0,28397
Recovered,9/10/2020,Oklahoma,1126,44085.18777,35.5653,-96.9289,0,8174
Recovered,9/11/2020,Oklahoma,852,44086.18778,35.5653,-96.9289,0,13041
Recovered,9/12/2020,Oklahoma,742,44087.18889,35.5653,-96.9289,0,14084
Recovered,9/13/2020,Oklahoma,435,44088.18793,35.5653,-96.9289,0,695
Recovered,9/14/2020,Oklahoma,447,44089.14618,35.5653,-96.9289,0,869
Recovered,9/15/2020,Oklahoma,986,44090.18787,35.5653,-96.9289,0,26109
Recovered,9/16/2020,Oklahoma,1033,44091.18787,35.5653,-96.9289,0,11088
Recovered,9/17/2020,Oklahoma,1118,44092.21564,35.5653,-96.9289,0,12241
Recovered,9/18/2020,Oklahoma,991,44093.1878,35.5653,-96.9289,0,14380
Recovered,9/19/2020,Oklahoma,825,44094.18786,35.5653,-96.9289,0,17284
Recovered,9/20/2020,Oklahoma,507,44095.18788,35.5653,-96.9289,0,1003
Recovered,9/21/2020,Oklahoma,474,44096.18788,35.5653,-96.9289,0,1101
Recovered,9/22/2020,Oklahoma,541,44097.18779,35.5653,-96.9289,0,28234
Recovered,9/23/2020,Oklahoma,1297,44098.18779,35.5653,-96.9289,0,12487
Recovered,9/24/2020,Oklahoma,1028,44099.18781,35.5653,-96.9289,0,12600
Recovered,9/25/2020,Oklahoma,1104,44100.18778,35.5653,-96.9289,0,13738
Recovered,9/26/2020,Oklahoma,843,44101.18789,35.5653,-96.9289,0,18321
Recovered,9/27/2020,Oklahoma,0,44102.18792,35.5653,-96.9289,0,0
Recovered,9/28/2020,Oklahoma,1054,44103.18779,35.5653,-96.9289,0,1684
Recovered,9/29/2020,Oklahoma,1149,44104.18779,35.5653,-96.9289,0,31734
Recovered,9/30/2020,Oklahoma,1143,44105.18782,35.5653,-96.9289,0,11625
Recovered,10/1/2020,Oklahoma,1383,44106.18792,35.5653,-96.9289,0,11413
Recovered,10/2/2020,Oklahoma,1270,44107.18792,35.5653,-96.9289,0,14719
Recovered,10/3/2020,Oklahoma,1251,44108.18778,35.5653,-96.9289,0,17662
Recovered,10/4/2020,Oklahoma,602,44109.18791,35.5653,-96.9289,0,569
Recovered,10/5/2020,Oklahoma,549,44110.18781,35.5653,-96.9289,0,665
Recovered,10/6/2020,Oklahoma,1064,44111.18791,35.5653,-96.9289,0,31005
Recovered,10/7/2020,Oklahoma,992,44112.18791,35.5653,-96.9289,0,10562
Recovered,10/8/2020,Oklahoma,1078,44113.18792,35.5653,-96.9289,0,14247
Recovered,10/9/2020,Oklahoma,1193,44114.18778,35.5653,-96.9289,0,17101
Recovered,10/10/2020,Oklahoma,1151,44115.18787,35.5653,-96.9289,0,17168
Recovered,10/11/2020,Oklahoma,887,44116.18778,35.5653,-96.9289,0,766
Recovered,10/12/2020,Oklahoma,745,44117.18792,35.5653,-96.9289,0,797
Recovered,10/13/2020,Oklahoma,1237,44118.18782,35.5653,-96.9289,0,33014
Recovered,10/14/2020,Oklahoma,1073,44119.18793,35.5653,-96.9289,0,11953
Recovered,10/15/2020,Oklahoma,1205,44120.18793,35.5653,-96.9289,0,13099
Recovered,10/16/2020,Oklahoma,1035,44121.18778,35.5653,-96.9289,0,19380
Recovered,10/17/2020,Oklahoma,1030,44122.18778,35.5653,-96.9289,0,15887
Recovered,10/18/2020,Oklahoma,798,44123.18778,35.5653,-96.9289,0,796
Recovered,10/19/2020,Oklahoma,724,44124.18784,35.5653,-96.9289,0,774
Recovered,10/20/2020,Oklahoma,1331,44125.18787,35.5653,-96.9289,0,31405
Recovered,10/21/2020,Oklahoma,1281,44126.18792,35.5653,-96.9289,0,11215
Recovered,10/22/2020,Oklahoma,1266,44127.18796,35.5653,-96.9289,0,12863
Recovered,10/23/2020,Oklahoma,1245,44128.18788,35.5653,-96.9289,0,20464
Recovered,10/24/2020,Oklahoma,1210,44129.18778,35.5653,-96.9289,0,21157
Recovered,10/25/2020,Oklahoma,841,44130.18794,35.5653,-96.9289,0,1051
Recovered,10/26/2020,Oklahoma,816,44131.18779,35.5653,-96.9289,0,663
Recovered,10/27/2020,Oklahoma,1299,44132.18793,35.5653,-96.9289,0,30053
Recovered,10/28/2020,Oklahoma,1136,44133.18791,35.5653,-96.9289,0,11390
Recovered,10/29/2020,Oklahoma,1127,44134.18784,35.5653,-96.9289,0,10319
Recovered,10/30/2020,Oklahoma,1218,44135.18789,35.5653,-96.9289,0,15590
Recovered,10/31/2020,Oklahoma,1155,44136.19381,35.5653,-96.9289,0,15619
Recovered,11/1/2020,Oklahoma,790,44137.22959,35.5653,-96.9289,0,1349
Recovered,11/2/2020,Oklahoma,811,44138.25066,35.5653,-96.9289,0,1084
Recovered,11/3/2020,Oklahoma,1341,44139.22946,35.5653,-96.9289,0,27512
Recovered,11/4/2020,Oklahoma,1219,44140.25397,35.5653,-96.9289,0,9778
Recovered,11/5/2020,Oklahoma,1242,44141.22957,35.5653,-96.9289,0,16440
Recovered,11/6/2020,Oklahoma,1532,44142.22959,35.5653,-96.9289,0,16044
Recovered,11/7/2020,Oklahoma,0,44143.22947,35.5653,-96.9289,0,13471
Recovered,11/8/2020,Oklahoma,1803,44144.22961,35.5653,-96.9289,0,4507
Recovered,11/9/2020,Oklahoma,1852,44145.23751,35.5653,-96.9289,0,2197
Recovered,11/10/2020,Oklahoma,1192,44146.22962,35.5653,-96.9289,0,23422
Recovered,11/11/2020,Oklahoma,1070,44147.22962,35.5653,-96.9289,0,14939
Recovered,11/12/2020,Oklahoma,1282,44148.22951,35.5653,-96.9289,0,2357
Recovered,11/13/2020,Oklahoma,1348,44149.22951,35.5653,-96.9289,0,40529
Recovered,11/14/2020,Oklahoma,1559,44150.22951,35.5653,-96.9289,0,12781
Recovered,11/15/2020,Oklahoma,1460,44151.22951,35.5653,-96.9289,0,3923
Recovered,11/16/2020,Oklahoma,1369,44152.22951,35.5653,-96.9289,0,2729
Recovered,11/17/2020,Oklahoma,1895,44153.2375,35.5653,-96.9289,0,40563
Recovered,11/18/2020,Oklahoma,1975,44154.2295,35.5653,-96.9289,0,17922
Recovered,11/19/2020,Oklahoma,2236,44155.22956,35.5653,-96.9289,0,21620
Recovered,11/20/2020,Oklahoma,2666,44156.22951,35.5653,-96.9289,0,16625
Recovered,11/21/2020,Oklahoma,2953,44157.22951,35.5653,-96.9289,0,53383
Recovered,11/22/2020,Oklahoma,2425,44158.22956,35.5653,-96.9289,0,3406
Recovered,11/23/2020,Oklahoma,2069,44159.22947,35.5653,-96.9289,0,3544
Recovered,11/24/2020,Oklahoma,3305,44160.22963,35.5653,-96.9289,0,43490
Recovered,11/25/2020,Oklahoma,3659,44161.22963,35.5653,-96.9289,0,21896
Recovered,11/26/2020,Oklahoma,0,44162.22947,35.5653,-96.9289,0,24905
Recovered,11/27/2020,Oklahoma,3624,44163.22957,35.5653,-96.9289,0,3225
Recovered,11/28/2020,Oklahoma,6925,44164.22947,35.5653,-96.9289,0,6257
Recovered,11/29/2020,Oklahoma,2061,44165.22947,35.5653,-96.9289,0,1721
Recovered,11/30/2020,Oklahoma,1772,44166.22947,35.5653,-96.9289,0,2200
Recovered,12/1/2020,Oklahoma,3679,44167.22964,35.5653,-96.9289,0,51737
Recovered,12/2/2020,Oklahoma,3499,44168.22964,35.5653,-96.9289,0,20129
Recovered,12/3/2020,Oklahoma,3264,44169.22964,35.5653,-96.9289,0,18410
Recovered,12/4/2020,Oklahoma,3395,44170.22953,35.5653,-96.9289,0,30155
Recovered,4/12/2020,Oregon,0,43933.97101,44.572,-122.0709,359,29758
Recovered,4/13/2020,Oregon,0,43934.96382,44.572,-122.0709,10,1363
Recovered,4/14/2020,Oregon,0,43935.98161,44.572,-122.0709,12,1242
Recovered,4/15/2020,Oregon,0,43936.95615,44.572,-122.0709,20,988
Recovered,4/16/2020,Oregon,0,43937.97976,44.572,-122.0709,13,1587
Recovered,4/17/2020,Oregon,0,43938.97977,44.572,-122.0709,13,1383
Recovered,4/18/2020,Oregon,0,43939.93943,44.572,-122.0709,22,1262
Recovered,4/19/2020,Oregon,0,43940.98682,44.572,-122.0709,7,1455
Recovered,4/20/2020,Oregon,0,43941.98388,44.572,-122.0709,9,1007
Recovered,4/21/2020,Oregon,0,43942.9865,44.572,-122.0709,6,1083
Recovered,4/22/2020,Oregon,0,43943.98641,44.572,-122.0709,17,57
Recovered,4/23/2020,Oregon,0,43945.14792,44.572,-122.0709,24,2791
Recovered,4/24/2020,Oregon,0,43946.27275,44.572,-122.0709,8,1516
Recovered,4/25/2020,Oregon,0,43947.10608,44.572,-122.0709,16,1885
Recovered,4/26/2020,Oregon,0,43948.10609,44.572,-122.0709,10,1587
Recovered,4/27/2020,Oregon,0,43949.10609,44.572,-122.0709,8,2234
Recovered,4/28/2020,Oregon,0,43950.10594,44.572,-122.0709,0,0
Recovered,4/29/2020,Oregon,0,43951.10591,44.572,-122.0709,15,3274
Recovered,4/30/2020,Oregon,0,43952.10593,44.572,-122.0709,9,1560
Recovered,5/1/2020,Oregon,0,43953.10591,44.572,-122.0709,13,2144
Recovered,5/3/2020,Oregon,860,43955.10593,44.572,-122.0709,7,3878
Recovered,5/11/2020,Oregon,265,43963.14758,44.572,-122.0709,75,15552
Recovered,5/12/2020,Oregon,0,43964.14757,44.572,-122.0709,0,0
Recovered,5/13/2020,Oregon,281,43965.14759,44.572,-122.0709,5,6381
Recovered,5/14/2020,Oregon,0,43966.10633,44.572,-122.0709,7,63
Recovered,5/17/2020,Oregon,0,43969.10586,44.572,-122.0709,18,10306
Recovered,5/18/2020,Oregon,0,43970.10582,44.572,-122.0709,5,2959
Recovered,5/19/2020,Oregon,0,43971.10584,44.572,-122.0709,6,2405
Recovered,5/20/2020,Oregon,0,43972.10618,44.572,-122.0709,9,2429
Recovered,5/21/2020,Oregon,0,43973.10899,44.572,-122.0709,9,3075
Recovered,5/22/2020,Oregon,-30,43974.1061,44.572,-122.0709,5,2615
Recovered,5/23/2020,Oregon,0,43975.10611,44.572,-122.0709,3,2368
Recovered,5/24/2020,Oregon,0,43976.10613,44.572,-122.0709,2,1988
Recovered,5/25/2020,Oregon,0,43977.10603,44.572,-122.0709,5,1663
Recovered,5/26/2020,Oregon,419,43978.10598,44.572,-122.0709,5,1680
Recovered,5/27/2020,Oregon,0,43979.10598,44.572,-122.0709,7,1454
Recovered,5/28/2020,Oregon,186,43980.10623,44.572,-122.0709,9,2655
Recovered,5/29/2020,Oregon,0,43981.10619,44.572,-122.0709,3,3034
Recovered,5/30/2020,Oregon,156,43982.10616,44.572,-122.0709,7,4114
Recovered,5/31/2020,Oregon,15,43983.10618,44.572,-122.0709,8,2406
Recovered,6/1/2020,Oregon,12,43984.10644,44.572,-122.0709,4,2417
Recovered,6/2/2020,Oregon,0,43985.10649,44.572,-122.0709,5,2591
Recovered,6/3/2020,Oregon,35,43986.10652,44.572,-122.0709,5,2459
Recovered,6/4/2020,Oregon,0,43987.10642,44.572,-122.0709,12,2644
Recovered,6/5/2020,Oregon,15,43988.10635,44.572,-122.0709,7,3934
Recovered,6/6/2020,Oregon,23,43989.16238,44.572,-122.0709,0,2913
Recovered,6/7/2020,Oregon,0,43990.1484,44.572,-122.0709,0,2241
Recovered,6/8/2020,Oregon,0,43991.14814,44.572,-122.0709,24,1479
Recovered,6/9/2020,Oregon,76,43992.17169,44.572,-122.0709,8,3738
Recovered,6/10/2020,Oregon,19,43993.14854,44.572,-122.0709,6,3141
Recovered,6/11/2020,Oregon,18,43994.21534,44.572,-122.0709,7,5046
Recovered,6/12/2020,Oregon,20,43995.14821,44.572,-122.0709,11,4385
Recovered,6/13/2020,Oregon,26,43996.14824,44.572,-122.0709,0,0
Recovered,6/14/2020,Oregon,0,43997.14821,44.572,-122.0709,0,0
Recovered,6/15/2020,Oregon,0,43998.18984,44.572,-122.0709,0,7693
Recovered,6/16/2020,Oregon,35,43999.18997,44.572,-122.0709,37,5656
Recovered,6/17/2020,Oregon,26,44000.18993,44.572,-122.0709,17,4812
Recovered,6/18/2020,Oregon,45,44001.18992,44.572,-122.0709,4,4786
Recovered,6/19/2020,Oregon,31,44002.18995,44.572,-122.0709,13,4781
Recovered,6/20/2020,Oregon,0,44003.19001,44.572,-122.0709,0,178
Recovered,6/21/2020,Oregon,0,44004.18997,44.572,-122.0709,0,8516
Recovered,6/22/2020,Oregon,55,44005.18999,44.572,-122.0709,23,4017
Recovered,6/23/2020,Oregon,16,44006.19006,44.572,-122.0709,14,4084
Recovered,6/24/2020,Oregon,0,44007.22718,44.572,-122.0709,23,3296
Recovered,6/25/2020,Oregon,45,44008.19021,44.572,-122.0709,6,2610
Recovered,6/26/2020,Oregon,0,44009.19014,44.572,-122.0709,10,250
Recovered,6/27/2020,Oregon,0,44010.19049,44.572,-122.0709,0,0
Recovered,6/28/2020,Oregon,0,44011.19024,44.572,-122.0709,0,523
Recovered,6/29/2020,Oregon,51,44012.1903,44.572,-122.0709,3,17742
Recovered,6/30/2020,Oregon,22,44013.19034,44.572,-122.0709,13,2501
Recovered,7/1/2020,Oregon,0,44014.19027,44.572,-122.0709,17,5726
Recovered,7/2/2020,Oregon,37,44015.19034,44.572,-122.0709,14,7694
Recovered,7/3/2020,Oregon,0,44016.19032,44.572,-122.0709,0,0
Recovered,7/4/2020,Oregon,0,44017.19028,44.572,-122.0709,0,3972
Recovered,7/5/2020,Oregon,0,44018.19039,44.572,-122.0709,0,9175
Recovered,7/6/2020,Oregon,87,44019.19043,44.572,-122.0709,56,3520
Recovered,7/7/2020,Oregon,31,44020.23194,44.572,-122.0709,16,4185
Recovered,7/8/2020,Oregon,0,44021.19069,44.572,-122.0709,14,4361
Recovered,7/9/2020,Oregon,100,44022.19076,44.572,-122.0709,7,5808
Recovered,7/10/2020,Oregon,32,44023.19073,44.572,-122.0709,18,4695
Recovered,7/11/2020,Oregon,0,44024.19078,44.572,-122.0709,0,5413
Recovered,7/12/2020,Oregon,0,44025.19671,44.572,-122.0709,0,3989
Recovered,7/13/2020,Oregon,85,44026.19095,44.572,-122.0709,54,4540
Recovered,7/14/2020,Oregon,35,44027.19089,44.572,-122.0709,20,4744
Recovered,7/15/2020,Oregon,0,44028.19806,44.572,-122.0709,0,0
Recovered,7/16/2020,Oregon,70,44029.191,44.572,-122.0709,57,13490
Recovered,7/17/2020,Oregon,0,44030.19095,44.572,-122.0709,16,5249
Recovered,7/18/2020,Oregon,26,44031.19111,44.572,-122.0709,0,6598
Recovered,7/19/2020,Oregon,0,44032.23262,44.572,-122.0709,0,4797
Recovered,7/20/2020,Oregon,113,44033.19374,44.572,-122.0709,60,4454
Recovered,7/21/2020,Oregon,43,44034.1909,44.572,-122.0709,19,5219
Recovered,7/22/2020,Oregon,0,44035.21896,44.572,-122.0709,27,7531
Recovered,7/23/2020,Oregon,128,44036.22979,44.572,-122.0709,32,5697
Recovered,7/24/2020,Oregon,32,44037.19991,44.572,-122.0709,9,8076
Recovered,7/25/2020,Oregon,0,44038.19112,44.572,-122.0709,0,7443
Recovered,7/26/2020,Oregon,0,44039.19115,44.572,-122.0709,0,4465
Recovered,7/27/2020,Oregon,143,44040.20766,44.572,-122.0709,40,4091
Recovered,7/28/2020,Oregon,52,44041.19125,44.572,-122.0709,23,5090
Recovered,7/29/2020,Oregon,0,44042.19117,44.572,-122.0709,31,6499
Recovered,7/30/2020,Oregon,99,44043.19133,44.572,-122.0709,19,4484
Recovered,7/31/2020,Oregon,37,44044.1922,44.572,-122.0709,20,5554
Recovered,8/1/2020,Oregon,0,44045.19103,44.572,-122.0709,0,5423
Recovered,8/2/2020,Oregon,0,44046.19082,44.572,-122.0709,0,4041
Recovered,8/3/2020,Oregon,88,44047.19597,44.572,-122.0709,48,3474
Recovered,8/4/2020,Oregon,0,44048.19093,44.572,-122.0709,33,2783
Recovered,8/5/2020,Oregon,77,44049.19113,44.572,-122.0709,38,6888
Recovered,8/6/2020,Oregon,28,44050.19131,44.572,-122.0709,17,5460
Recovered,8/7/2020,Oregon,46,44051.1911,44.572,-122.0709,15,5431
Recovered,8/8/2020,Oregon,0,44052.19105,44.572,-122.0709,0,374
Recovered,8/9/2020,Oregon,0,44053.19106,44.572,-122.0709,0,8970
Recovered,8/10/2020,Oregon,115,44054.19128,44.572,-122.0709,40,3695
Recovered,8/11/2020,Oregon,0,44055.18778,44.572,-122.0709,15,6356
Recovered,8/12/2020,Oregon,56,44056.18778,44.572,-122.0709,32,5454
Recovered,8/13/2020,Oregon,0,44057.18778,44.572,-122.0709,8,4721
Recovered,8/14/2020,Oregon,73,44058.18777,44.572,-122.0709,10,5844
Recovered,8/15/2020,Oregon,0,44059.18771,44.572,-122.0709,0,11772
Recovered,8/16/2020,Oregon,0,44060.18777,44.572,-122.0709,0,3918
Recovered,8/17/2020,Oregon,64,44061.18777,44.572,-122.0709,50,2420
Recovered,8/18/2020,Oregon,49,44062.1875,44.572,-122.0709,16,5121
Recovered,8/19/2020,Oregon,0,44063.18775,44.572,-122.0709,29,4818
Recovered,8/20/2020,Oregon,98,44064.18785,44.572,-122.0709,21,5211
Recovered,8/21/2020,Oregon,0,44065.18784,44.572,-122.0709,5,4954
Recovered,8/22/2020,Oregon,23,44066.18782,44.572,-122.0709,0,5143
Recovered,8/23/2020,Oregon,0,44067.18777,44.572,-122.0709,0,3356
Recovered,8/24/2020,Oregon,45,44068.18784,44.572,-122.0709,44,3517
Recovered,8/25/2020,Oregon,113,44069.18775,44.572,-122.0709,10,4672
Recovered,8/26/2020,Oregon,0,44070.18775,44.572,-122.0709,25,4729
Recovered,8/27/2020,Oregon,42,44071.18775,44.572,-122.0709,30,5978
Recovered,8/28/2020,Oregon,70,44072.18775,44.572,-122.0709,-2093,5151
Recovered,8/29/2020,Oregon,25,44073.18778,44.572,-122.0709,0,4983
Recovered,8/30/2020,Oregon,0,44074.18778,44.572,-122.0709,0,4495
Recovered,8/31/2020,Oregon,0,44075.18775,44.572,-122.0709,0,3883
Recovered,9/1/2020,Oregon,54,44076.18777,44.572,-122.0709,0,4572
Recovered,9/2/2020,Oregon,206,44077.18786,44.572,-122.0709,0,4582
Recovered,9/3/2020,Oregon,0,44078.18786,44.572,-122.0709,0,4743
Recovered,9/4/2020,Oregon,54,44079.18784,44.572,-122.0709,0,5804
Recovered,9/5/2020,Oregon,0,44080.18785,44.572,-122.0709,0,3178
Recovered,9/6/2020,Oregon,0,44081.18788,44.572,-122.0709,0,5318
Recovered,9/7/2020,Oregon,0,44082.18779,44.572,-122.0709,0,2741
Recovered,9/8/2020,Oregon,54,44083.18787,44.572,-122.0709,0,3333
Recovered,9/9/2020,Oregon,25,44084.18778,44.572,-122.0709,0,2578
Recovered,9/10/2020,Oregon,14,44085.18777,44.572,-122.0709,0,2911
Recovered,9/11/2020,Oregon,19,44086.18778,44.572,-122.0709,0,8751
Recovered,9/12/2020,Oregon,0,44087.18889,44.572,-122.0709,0,4365
Recovered,9/13/2020,Oregon,0,44088.18793,44.572,-122.0709,0,2516
Recovered,9/14/2020,Oregon,0,44089.14618,44.572,-122.0709,0,2184
Recovered,9/15/2020,Oregon,43,44090.18787,44.572,-122.0709,0,3260
Recovered,9/16/2020,Oregon,12,44091.18787,44.572,-122.0709,0,3209
Recovered,9/17/2020,Oregon,11,44092.21564,44.572,-122.0709,0,4151
Recovered,9/18/2020,Oregon,0,44093.1878,44.572,-122.0709,0,3998
Recovered,9/19/2020,Oregon,15,44094.18786,44.572,-122.0709,0,4488
Recovered,9/20/2020,Oregon,0,44095.18788,44.572,-122.0709,0,2159
Recovered,9/21/2020,Oregon,40,44096.18788,44.572,-122.0709,0,2729
Recovered,9/22/2020,Oregon,0,44097.18779,44.572,-122.0709,0,3783
Recovered,9/23/2020,Oregon,44,44098.18779,44.572,-122.0709,0,3544
Recovered,9/24/2020,Oregon,9,44099.18781,44.572,-122.0709,0,4373
Recovered,9/25/2020,Oregon,6,44100.18778,44.572,-122.0709,0,12408
Recovered,9/26/2020,Oregon,0,44101.18789,44.572,-122.0709,0,5765
Recovered,9/27/2020,Oregon,0,44102.18792,44.572,-122.0709,0,2819
Recovered,9/28/2020,Oregon,0,44103.18779,44.572,-122.0709,0,3539
Recovered,9/29/2020,Oregon,48,44104.18779,44.572,-122.0709,0,4354
Recovered,9/30/2020,Oregon,182,44105.18782,44.572,-122.0709,0,6490
Recovered,10/1/2020,Oregon,18,44106.18792,44.572,-122.0709,0,6072
Recovered,10/2/2020,Oregon,0,44107.18792,44.572,-122.0709,0,5348
Recovered,10/3/2020,Oregon,14,44108.18778,44.572,-122.0709,0,4610
Recovered,10/4/2020,Oregon,0,44109.18791,44.572,-122.0709,0,3533
Recovered,10/5/2020,Oregon,74,44110.18781,44.572,-122.0709,0,3576
Recovered,10/6/2020,Oregon,44,44111.18791,44.572,-122.0709,0,4386
Recovered,10/7/2020,Oregon,0,44112.18791,44.572,-122.0709,0,5170
Recovered,10/8/2020,Oregon,0,44113.18792,44.572,-122.0709,0,0
Recovered,10/9/2020,Oregon,0,44114.18778,44.572,-122.0709,0,12103
Recovered,10/10/2020,Oregon,0,44115.18787,44.572,-122.0709,0,5927
Recovered,10/11/2020,Oregon,0,44116.18778,44.572,-122.0709,0,4635
Recovered,10/12/2020,Oregon,0,44117.18792,44.572,-122.0709,0,4022
Recovered,10/13/2020,Oregon,0,44118.18782,44.572,-122.0709,0,6022
Recovered,10/14/2020,Oregon,0,44119.18793,44.572,-122.0709,0,10275
Recovered,10/15/2020,Oregon,0,44120.18793,44.572,-122.0709,0,7724
Recovered,10/16/2020,Oregon,0,44121.18778,44.572,-122.0709,0,5913
Recovered,10/17/2020,Oregon,0,44122.18778,44.572,-122.0709,0,6454
Recovered,10/18/2020,Oregon,0,44123.18778,44.572,-122.0709,0,3461
Recovered,10/19/2020,Oregon,0,44124.18784,44.572,-122.0709,0,3405
Recovered,10/20/2020,Oregon,0,44125.18787,44.572,-122.0709,0,6808
Recovered,10/21/2020,Oregon,0,44126.18792,44.572,-122.0709,0,4618
Recovered,10/22/2020,Oregon,0,44127.18796,44.572,-122.0709,0,6066
Recovered,10/23/2020,Oregon,0,44128.18788,44.572,-122.0709,0,9200
Recovered,10/24/2020,Oregon,0,44129.18778,44.572,-122.0709,0,5941
Recovered,10/25/2020,Oregon,0,44130.18794,44.572,-122.0709,0,4108
Recovered,10/26/2020,Oregon,0,44131.18779,44.572,-122.0709,0,5034
Recovered,10/27/2020,Oregon,0,44132.18793,44.572,-122.0709,0,6711
Recovered,10/28/2020,Oregon,0,44133.18791,44.572,-122.0709,0,4054
Recovered,10/29/2020,Oregon,0,44134.18784,44.572,-122.0709,0,7746
Recovered,10/30/2020,Oregon,0,44135.18789,44.572,-122.0709,0,6143
Recovered,10/31/2020,Oregon,0,44136.19381,44.572,-122.0709,0,7011
Recovered,11/1/2020,Oregon,0,44137.22959,44.572,-122.0709,0,5843
Recovered,11/2/2020,Oregon,0,44138.25066,44.572,-122.0709,0,4108
Recovered,11/3/2020,Oregon,0,44139.22946,44.572,-122.0709,0,5504
Recovered,11/4/2020,Oregon,0,44140.25397,44.572,-122.0709,0,5550
Recovered,11/5/2020,Oregon,0,44141.22957,44.572,-122.0709,0,6073
Recovered,11/6/2020,Oregon,0,44142.22959,44.572,-122.0709,0,8575
Recovered,11/7/2020,Oregon,0,44143.22947,44.572,-122.0709,0,5497
Recovered,11/8/2020,Oregon,0,44144.22961,44.572,-122.0709,0,6202
Recovered,11/9/2020,Oregon,0,44145.23751,44.572,-122.0709,0,5376
Recovered,11/10/2020,Oregon,0,44146.22962,44.572,-122.0709,0,6539
Recovered,11/11/2020,Oregon,0,44147.22962,44.572,-122.0709,0,7127
Recovered,11/12/2020,Oregon,0,44148.22951,44.572,-122.0709,0,7534
Recovered,11/13/2020,Oregon,0,44149.22951,44.572,-122.0709,0,7270
Recovered,11/14/2020,Oregon,0,44150.22951,44.572,-122.0709,0,8418
Recovered,11/15/2020,Oregon,0,44151.22951,44.572,-122.0709,0,6414
Recovered,11/16/2020,Oregon,0,44152.22951,44.572,-122.0709,0,5003
Recovered,11/17/2020,Oregon,0,44153.2375,44.572,-122.0709,0,6840
Recovered,11/18/2020,Oregon,0,44154.2295,44.572,-122.0709,0,7028
Recovered,11/19/2020,Oregon,0,44155.22956,44.572,-122.0709,0,8442
